1179329891	20240602	202406	2024	2024.4164	PSE	GAZA	PSE								ISR	ISRAEL	ISR								1	042	042	04	1	1.9	417	138	417	-5.42568957742346	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20240602	https://www.samaa.tv/2087315809-india-aiding-gaza-genocide-as-weapons-ship-travels-to-israel
1179329892	20240602	202406	2024	2024.4164	PSE	GAZA	PSE								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	2	1	2	-4.80668756530825	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Beit Hanun, Gaza Strip (general), Gaza Strip	GZ	GZ00	31.5353	34.5358	-797142	20240602	https://www.fbherald.com/news/national/gaza-mediators-urge-israel-hamas-to-accept-truce-plan/article_31ca5538-a70a-5dda-b680-98e115cde81d.html
1179329893	20240602	202406	2024	2024.4164	PSE	GAZA	PSE								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	4	2	4	-4.77507659969188	4	Jabalia, Gaza Strip (general), Gaza Strip	GZ	GZ00	31.5364	34.4945	-797161	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Jabalia, Gaza Strip (general), Gaza Strip	GZ	GZ00	31.5364	34.4945	-797161	20240602	https://www.fbherald.com/news/national/gaza-mediators-urge-israel-hamas-to-accept-truce-plan/article_31ca5538-a70a-5dda-b680-98e115cde81d.html
1179329894	20240602	202406	2024	2024.4164	PSE	PALESTINIAN	PSE								ISR	ISRAEL	ISR								1	046	046	04	1	7.0	450	44	450	-5.63829830039618	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20240602	https://www.fbherald.com/news/national/gaza-mediators-urge-israel-hamas-to-accept-truce-plan/article_31ca5538-a70a-5dda-b680-98e115cde81d.html
1179329895	20240602	202406	2024	2024.4164	PSE	PALESTINIAN	PSE								ISR	ISRAEL	ISR								1	050	050	05	1	3.5	424	39	424	-5.76130568667327	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20240602	https://www.fbherald.com/news/national/gaza-mediators-urge-israel-hamas-to-accept-truce-plan/article_31ca5538-a70a-5dda-b680-98e115cde81d.html
1179329896	20240602	202406	2024	2024.4164	PSE	GAZA	PSE								ISR	ISRAELI	ISR								1	070	070	07	2	7.0	15	4	15	-3.84237922782757	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20240602	https://www.samaa.tv/2087315809-india-aiding-gaza-genocide-as-weapons-ship-travels-to-israel
1179329897	20240602	202406	2024	2024.4164	PSE	GAZA	PSE								ISR	ISRAEL	ISR								0	080	080	08	2	5.0	10	2	10	-4.77507659969188	4	Jabalia, Gaza Strip (general), Gaza Strip	GZ	GZ00	31.5364	34.4945	-797161	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Jabalia, Gaza Strip (general), Gaza Strip	GZ	GZ00	31.5364	34.4945	-797161	20240602	https://www.fbherald.com/news/national/gaza-mediators-urge-israel-hamas-to-accept-truce-plan/article_31ca5538-a70a-5dda-b680-98e115cde81d.html
1179329898	20240602	202406	2024	2024.4164	PSE	GAZA	PSE								ISR	ISRAELI	ISR								0	080	080	08	2	5.0	1	1	1	-4.80668756530825	4	Jabalia, Gaza Strip (general), Gaza Strip	GZ	GZ00	31.5364	34.4945	-797161	4	Jabalia, Gaza Strip (general), Gaza Strip	GZ	GZ00	31.5364	34.4945	-797161	4	Jabalia, Gaza Strip (general), Gaza Strip	GZ	GZ00	31.5364	34.4945	-797161	20240602	https://www.fbherald.com/news/national/gaza-mediators-urge-israel-hamas-to-accept-truce-plan/article_31ca5538-a70a-5dda-b680-98e115cde81d.html
1179329899	20240602	202406	2024	2024.4164	PSE	GAZA	PSE								ISR	ISRAEL	ISR								1	100	100	10	3	-5.0	117	35	114	-4.08157552124593	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20240602	https://www.richmondandtwickenhamtimes.co.uk/news/national/24359941.uk-government-flood-gaza-far-aid-proposed-ceasefire-deal/
1179329900	20240602	202406	2024	2024.4164	PSE	GAZA	PSE								ISR	ISRAELI	ISR								1	112	112	11	3	-2.0	14	3	14	-5.3789255036994	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20240602	https://www.samaa.tv/2087315809-india-aiding-gaza-genocide-as-weapons-ship-travels-to-israel
